Time,Axis 1,Axis 2,Axis 3,Axis 4,Axis 5,Axis 6,Power [Watt],Consumed Power [Watt]
29.184,-24.64,-134.7,84.908,106.51,80.353,60.572,6606.7,6606.7
29.196,-23.415,-134.73,84.908,106.54,80.544,60.5,6604,6604
29.208,-22.182,-134.76,84.909,106.57,80.718,60.434,6562.8,6562.8
29.22,-20.943,-134.79,84.909,106.6,80.876,60.374,6499.7,6499.7
29.232,-19.699,-134.81,84.909,106.62,81.019,60.32,6454.5,6454.5
29.244,-18.451,-134.83,84.91,106.64,81.147,60.272,6448.3,6448.3
29.256,-17.199,-134.85,84.91,106.66,81.262,60.228,6476.9,6476.9
29.268,-15.944,-134.87,84.911,106.67,81.365,60.189,6533.3,6533.3
29.28,-14.687,-134.88,84.911,106.69,81.455,60.154,6613.2,6613.2
29.292,-13.428,-134.9,84.911,106.7,81.534,60.124,6713.5,6713.5
29.304,-12.168,-134.91,84.911,106.71,81.604,60.097,6816.9,6816.9
29.316,-10.908,-134.92,84.912,106.72,81.663,60.074,6891.9,6891.9
29.328,-9.6465,-134.93,84.912,106.72,81.715,60.054,6934.6,6934.6
29.34,-8.3853,-134.93,84.912,106.73,81.758,60.037,6964.9,6964.9
29.352,-7.1261,-134.94,84.912,106.74,81.795,60.022,7013.9,7013.9
29.364,-5.872,-134.94,84.912,106.74,81.825,60.01,7091.2,7091.2
29.376,-4.6253,-134.95,84.912,106.74,81.85,60,7171.8,7171.8
29.388,-3.387,-134.95,84.913,106.74,81.869,59.992,7232.1,7232.1
29.4,-2.1573,-134.96,84.913,106.74,81.885,59.985,7262.4,7262.4
29.412,-0.93514,-134.96,84.913,106.75,81.897,59.98,7264.3,7264.3
29.424,0.28095,-134.96,84.913,106.75,81.906,59.975,7234.1,7234.1
29.436,1.4924,-134.96,84.913,106.74,81.912,59.972,7155.9,7155.9
29.448,2.7004,-134.96,84.913,106.74,81.916,59.969,7030.8,7030.8
29.46,3.9064,-134.96,84.913,106.74,81.919,59.968,6879.1,6879.1
29.472,5.1111,-134.96,84.913,106.74,81.921,59.966,6729.4,6729.4
29.484,6.3149,-134.96,84.913,106.74,81.921,59.965,6592.5,6592.5
29.496,7.5182,-134.96,84.913,106.74,81.921,59.964,6451.8,6451.8
29.508,8.7213,-134.96,84.913,106.73,81.92,59.964,6295,6295
29.52,9.9267,-134.96,84.913,106.73,81.919,59.963,6126.2,6126.2
29.532,11.137,-134.96,84.913,106.73,81.918,59.962,5961.6,5961.6
29.544,12.355,-134.96,84.914,106.73,81.917,59.962,5815.2,5815.2
29.556,13.582,-134.96,84.914,106.73,81.916,59.961,5679.4,5679.4
29.568,14.817,-134.96,84.914,106.73,81.915,59.961,5554.6,5554.6
29.58,16.06,-134.96,84.914,106.72,81.913,59.96,5448.4,5448.4
29.592,17.31,-134.96,84.914,106.72,81.912,59.96,5363.4,5363.4
29.604,18.564,-134.96,84.914,106.72,81.911,59.959,5283.9,5283.9
29.616,19.821,-134.96,84.914,106.72,81.91,59.959,5158.1,5158.1
29.628,21.081,-134.96,84.914,106.72,81.909,59.958,4949.5,4949.5
29.64,22.341,-134.96,84.914,106.71,81.907,59.958,4654.8,4654.8
29.652,23.602,-134.96,84.914,106.71,81.906,59.958,4320.6,4320.6
29.664,24.863,-134.96,84.914,106.71,81.905,59.957,4012.1,4012.1
29.676,26.125,-134.96,84.914,106.71,81.903,59.957,3773.9,3773.9
29.688,27.386,-134.95,84.915,106.7,81.9,59.958,3637.6,3637.6
29.7,28.647,-134.95,84.915,106.7,81.897,59.959,3613.2,3613.2
29.712,29.909,-134.95,84.915,106.7,81.893,59.961,3704.3,3704.3
29.724,31.17,-134.94,84.915,106.7,81.888,59.965,3892.8,3892.8
29.736,32.431,-134.93,84.915,106.69,81.881,59.97,4131,4131
29.748,33.693,-134.92,84.915,106.69,81.872,59.977,4374.9,4374.9
29.76,34.954,-134.9,84.916,106.69,81.861,59.986,4598,4598
29.772,36.216,-134.88,84.916,106.68,81.847,59.998,4814.5,4814.5
29.784,37.477,-134.86,84.916,106.67,81.829,60.014,5050.4,5050.4
29.796,38.739,-134.83,84.917,106.67,81.808,60.032,5314.8,5314.8
29.808,40,-134.79,84.918,106.66,81.782,60.056,5597.9,5597.9
29.82,41.261,-134.74,84.918,106.65,81.751,60.084,5873.9,5873.9
29.832,42.523,-134.69,84.919,106.64,81.715,60.117,6121.7,6121.7
29.844,43.784,-134.63,84.92,106.63,81.673,60.156,6326.2,6326.2
29.856,45.045,-134.56,84.921,106.61,81.624,60.202,6457.5,6457.5
29.868,46.307,-134.47,84.923,106.59,81.568,60.254,6494.8,6494.8
29.88,47.568,-134.38,84.924,106.58,81.505,60.314,6422.2,6422.2
29.892,48.83,-134.27,84.926,106.56,81.433,60.382,6256.5,6256.5
29.904,50.091,-134.15,84.928,106.53,81.353,60.458,6030.1,6030.1
29.916,51.353,-134.01,84.93,106.51,81.263,60.543,5779.3,5779.3
29.928,52.614,-133.86,84.932,106.48,81.164,60.638,5549.8,5549.8
29.94,53.875,-133.7,84.935,106.45,81.054,60.742,5371.8,5371.8
29.952,55.137,-133.51,84.938,106.42,80.933,60.857,5266.5,5266.5
29.964,56.398,-133.31,84.941,106.38,80.802,60.983,5223.7,5223.7
29.976,57.66,-133.1,84.944,106.35,80.658,61.12,5205.8,5205.8
29.988,58.921,-132.86,84.948,106.3,80.501,61.27,5195.5,5195.5
30,60.182,-132.6,84.952,106.26,80.332,61.432,5186.4,5186.4
30.012,61.444,-132.32,84.956,106.21,80.149,61.608,5195.9,5195.9
30.024,62.705,-132.03,84.961,106.16,79.951,61.797,5219.6,5219.6
30.036,63.967,-131.7,84.966,106.1,79.74,62.001,5231.3,5231.3
30.048,65.228,-131.36,84.971,106.04,79.513,62.219,5214.6,5214.6
30.06,66.489,-130.99,84.977,105.98,79.27,62.452,5163.2,5163.2
30.072,67.751,-130.59,84.983,105.91,79.01,62.701,5101.7,5101.7
30.084,69.012,-130.18,84.989,105.84,78.735,62.967,5050.4,5050.4
30.096,70.274,-129.73,84.996,105.76,78.442,63.249,5022.4,5022.4
30.108,71.535,-129.26,85.004,105.68,78.131,63.548,5030.3,5030.3
30.12,72.796,-128.76,85.011,105.59,77.802,63.864,5070.3,5070.3
30.132,74.058,-128.23,85.019,105.5,77.455,64.198,5134.4,5134.4
30.144,75.319,-127.67,85.028,105.41,77.089,64.551,5195.8,5195.8
30.156,76.581,-127.09,85.037,105.31,76.704,64.922,5231,5231
30.168,77.842,-126.47,85.046,105.2,76.3,65.311,5241.2,5241.2
30.18,79.103,-125.83,85.056,105.09,75.877,65.719,5237.8,5237.8
30.192,80.365,-125.15,85.066,104.97,75.435,66.145,5244.8,5244.8
30.204,81.626,-124.45,85.077,104.85,74.974,66.59,5265.6,5265.6
30.216,82.887,-123.72,85.088,104.73,74.494,67.053,5301.1,5301.1
30.228,84.148,-122.96,85.1,104.6,73.995,67.533,5360.2,5360.2
30.24,85.407,-122.18,85.112,104.47,73.48,68.03,5449.3,5449.3
30.252,86.66,-121.37,85.124,104.33,72.951,68.54,5570,5570
30.264,87.903,-120.55,85.137,104.19,72.411,69.061,5700.5,5700.5
30.276,89.132,-119.71,85.15,104.04,71.862,69.591,5818.1,5818.1
30.288,90.345,-118.87,85.163,103.9,71.308,70.125,5933.6,5933.6
30.3,91.539,-118.02,85.176,103.76,70.751,70.663,6071.1,6071.1
30.312,92.715,-117.17,85.189,103.61,70.193,71.202,6260.4,6260.4
30.324,93.873,-116.32,85.202,103.47,69.634,71.742,6500.7,6500.7
30.336,95.015,-115.46,85.215,103.32,69.074,72.282,6772.6,6772.6
30.348,96.141,-114.61,85.228,103.17,68.515,72.821,7063.6,7063.6
30.36,97.254,-113.76,85.241,103.03,67.958,73.359,7361.8,7361.8
30.372,98.353,-112.92,85.254,102.89,67.403,73.895,7659,7659
30.384,99.439,-112.08,85.266,102.74,66.851,74.427,7940.6,7940.6
30.396,100.51,-111.24,85.279,102.6,66.302,74.957,8201.9,8201.9
30.408,101.58,-110.41,85.292,102.46,65.756,75.484,8471.1,8471.1
30.42,102.64,-109.58,85.305,102.32,65.212,76.009,8773.7,8773.7
30.432,103.7,-108.75,85.317,102.18,64.668,76.534,9123.1,9123.1
30.444,104.76,-107.92,85.33,102.03,64.122,77.061,9491,9491
30.456,105.83,-107.08,85.344,101.89,63.573,77.588,9830,9830
30.468,106.9,-106.23,85.358,101.75,63.02,78.116,10103,10103
30.48,107.99,-105.38,85.372,101.62,62.463,78.642,10288,10288
30.492,109.08,-104.52,85.389,101.49,61.903,79.163,10369,10369
30.504,110.18,-103.64,85.407,101.36,61.342,79.675,10309,10309
30.516,111.29,-102.76,85.428,101.25,60.78,80.172,10031,10031
30.528,112.4,-101.87,85.453,101.14,60.218,80.648,9460.7,9460.7
30.54,113.52,-100.96,85.482,101.06,59.659,81.097,8554.7,8554.7
30.552,114.63,-100.05,85.516,101,59.104,81.511,7354.1,7354.1
30.564,115.74,-99.121,85.557,100.96,58.556,81.88,5983.1,5983.1
30.576,116.85,-98.186,85.605,100.96,58.019,82.195,4597.2,4597.2
30.588,117.94,-97.244,85.661,101,57.495,82.448,3347.3,3347.3
30.6,119.02,-96.295,85.727,101.07,56.988,82.629,2331.9,2331.9
30.612,120.08,-95.342,85.803,101.19,56.501,82.729,1600.2,1600.2
30.624,121.11,-94.385,85.89,101.37,56.037,82.74,1153.9,1153.9
30.636,122.12,-93.425,85.989,101.6,55.598,82.653,946.79,946.79
30.648,123.1,-92.461,86.102,101.89,55.187,82.461,922.78,922.78
30.66,124.04,-91.494,86.229,102.24,54.805,82.154,1027.5,1027.5
30.672,124.95,-90.522,86.371,102.67,54.456,81.723,1259.1,1259.1
30.684,125.83,-89.546,86.53,103.17,54.14,81.159,1654.6,1654.6
30.696,126.67,-88.563,86.706,103.75,53.859,80.459,2251.1,2251.1
30.708,127.47,-87.578,86.9,104.41,53.615,79.621,3060.7,3060.7
30.72,128.22,-86.592,87.109,105.14,53.406,78.654,4030,4030
30.732,128.94,-85.608,87.332,105.94,53.231,77.568,5080.9,5080.9
30.744,129.63,-84.626,87.568,106.8,53.086,76.376,6123.3,6123.3
30.756,130.28,-83.649,87.815,107.71,52.968,75.092,7070.7,7070.7
30.768,130.89,-82.677,88.071,108.66,52.875,73.729,7853.5,7853.5
30.78,131.48,-81.713,88.334,109.65,52.803,72.302,8421.7,8421.7
30.792,132.05,-80.759,88.602,110.67,52.75,70.825,8756.6,8756.6
30.804,132.59,-79.818,88.874,111.7,52.713,69.312,8861.7,8861.7
30.816,133.1,-78.894,89.145,112.74,52.689,67.782,8732.3,8732.3
30.828,133.59,-77.991,89.416,113.77,52.676,66.25,8342.8,8342.8
30.84,134.06,-77.116,89.681,114.79,52.671,64.736,7668.4,7668.4
30.852,134.5,-76.274,89.939,115.79,52.671,63.259,6723,6723
30.864,134.92,-75.47,90.186,116.74,52.675,61.837,5581.3,5579.2
30.876,135.32,-74.707,90.422,117.65,52.68,60.483,4352.4,4350
30.888,135.69,-73.987,90.645,118.51,52.685,59.203,3143.7,3153.4
30.9,136.04,-73.312,90.853,119.31,52.691,58.004,2029.4,2089
30.912,136.37,-72.684,91.047,120.06,52.695,56.887,1065.3,1231.5
30.924,136.67,-72.104,91.227,120.76,52.699,55.856,296.49,622.26
30.936,136.94,-71.574,91.391,121.39,52.703,54.914,-251.14,252.18
30.948,137.19,-71.096,91.538,121.96,52.707,54.064,-576.49,72.694
30.96,137.41,-70.671,91.67,122.47,52.71,53.308,-722.62,9.0588
30.972,137.61,-70.3,91.785,122.91,52.713,52.648,-743.81,-3.5797
30.984,137.77,-69.979,91.884,123.29,52.715,52.079,-682.41,-1.7581
30.996,137.91,-69.707,91.968,123.62,52.717,51.594,-577.26,-0.31047
31.008,138.03,-69.479,92.038,123.89,52.719,51.189,-470.45,0
31.02,138.13,-69.291,92.096,124.11,52.72,50.856,-422.73,0
31.032,138.21,-69.141,92.143,124.29,52.721,50.588,-479.02,0
31.044,138.27,-69.024,92.179,124.43,52.722,50.38,-647.56,0
31.056,138.31,-68.936,92.206,124.54,52.723,50.223,-906.99,0
31.068,138.35,-68.873,92.226,124.61,52.723,50.111,-1257.9,0
31.08,138.37,-68.831,92.239,124.66,52.724,50.036,-1754.4,0
31.092,138.38,-68.805,92.246,124.69,52.724,49.992,-2462.4,0
31.104,138.39,-68.793,92.25,124.71,52.724,49.97,-3408.7,0
31.116,138.39,-68.789,92.252,124.71,52.724,49.962,-4545.5,0
31.128,138.39,-68.789,92.252,124.71,52.724,49.962,-5782.7,0
31.14,138.39,-68.789,92.252,124.71,52.724,49.962,-7015.5,0
31.152,138.39,-68.789,92.252,124.71,52.724,49.962,-8140.8,0
31.164,138.39,-68.789,92.252,124.71,52.724,49.962,-9042.4,0
31.176,138.39,-68.789,92.252,124.71,52.724,49.962,-9626,0
31.188,138.39,-68.789,92.252,124.71,52.724,49.962,-9862.3,0
31.2,138.39,-68.789,92.252,124.71,52.724,49.962,-9822.4,0
31.212,138.39,-68.788,92.251,124.71,52.724,49.962,-9602.1,0
31.224,138.39,-68.786,92.25,124.71,52.722,49.961,-9256.3,0
31.236,138.39,-68.781,92.246,124.71,52.719,49.96,-8765.8,0
31.248,138.4,-68.772,92.239,124.71,52.714,49.959,-8092.5,0
31.26,138.4,-68.759,92.229,124.71,52.706,49.956,-7244.4,0
31.272,138.41,-68.74,92.214,124.71,52.695,49.952,-6288.9,0
31.284,138.42,-68.713,92.194,124.71,52.68,49.947,-5293.2,0
31.296,138.44,-68.679,92.167,124.71,52.659,49.94,-4307.5,0
31.308,138.46,-68.635,92.133,124.7,52.634,49.932,-3368.3,-0.28569
31.32,138.48,-68.581,92.092,124.7,52.602,49.921,-2532.9,-0.674
31.332,138.51,-68.518,92.043,124.7,52.565,49.909,-1849.8,1.5683
31.344,138.54,-68.445,91.987,124.69,52.522,49.895,-1329.3,10.158
31.356,138.58,-68.362,91.922,124.69,52.474,49.88,-929.5,28.607
31.368,138.63,-68.269,91.85,124.68,52.419,49.863,-606.22,52.637
31.38,138.67,-68.167,91.77,124.68,52.359,49.844,-352.3,73.928
31.392,138.72,-68.056,91.684,124.67,52.294,49.824,-186.18,86.312
31.404,138.77,-67.939,91.593,124.66,52.225,49.803,-105.05,93.711
31.416,138.83,-67.815,91.496,124.66,52.153,49.781,-70.486,105.65
31.428,138.88,-67.686,91.394,124.65,52.077,49.758,-44.101,122.3
31.44,138.94,-67.553,91.29,124.64,51.999,49.736,-20.167,134.63
31.452,139,-67.417,91.183,124.63,51.92,49.713,-19.647,132.41
31.464,139.06,-67.279,91.074,124.62,51.839,49.69,-44.519,119.31
31.476,139.13,-67.141,90.964,124.61,51.758,49.668,-69.649,110.18
31.488,139.19,-67.002,90.854,124.6,51.677,49.646,-74.109,110.95
31.5,139.25,-66.864,90.743,124.59,51.596,49.624,-69.783,115.31
31.512,139.31,-66.725,90.632,124.58,51.514,49.603,-84.397,113.19
31.524,139.37,-66.586,90.521,124.57,51.432,49.583,-117.98,108.78
31.536,139.43,-66.447,90.409,124.56,51.351,49.563,-137.37,116.83
31.548,139.49,-66.307,90.296,124.55,51.269,49.543,-122.18,140.09
31.56,139.55,-66.168,90.183,124.54,51.187,49.524,-92.704,163.01
31.572,139.61,-66.028,90.07,124.53,51.105,49.506,-93.115,165.37
31.584,139.67,-65.888,89.956,124.52,51.023,49.487,-131.16,146.6
31.596,139.73,-65.748,89.841,124.5,50.941,49.47,-172.97,125
31.608,139.79,-65.608,89.726,124.49,50.859,49.453,-184.28,115.9
31.62,139.85,-65.468,89.611,124.48,50.777,49.436,-172.72,117.43
31.632,139.91,-65.327,89.495,124.47,50.694,49.42,-174.17,115.77
31.644,139.96,-65.186,89.379,124.46,50.612,49.404,-196.16,106.82
31.656,140.02,-65.046,89.262,124.44,50.529,49.389,-210.3,100.64
31.668,140.08,-64.904,89.145,124.43,50.446,49.374,-192.75,103.57
31.68,140.14,-64.763,89.027,124.42,50.364,49.36,-158.89,110.49
31.692,140.2,-64.622,88.909,124.4,50.281,49.346,-149.45,109.11
31.704,140.26,-64.481,88.79,124.39,50.197,49.333,-172.34,97.252
31.716,140.32,-64.339,88.671,124.37,50.114,49.32,-193.87,86.839
31.728,140.37,-64.197,88.551,124.36,50.031,49.308,-183.86,86.749
31.74,140.43,-64.055,88.431,124.34,49.948,49.296,-154.38,92.683
31.752,140.49,-63.913,88.31,124.33,49.864,49.285,-148.9,90.954
31.764,140.55,-63.77,88.189,124.31,49.781,49.275,-185.89,74.835
31.776,140.61,-63.628,88.067,124.3,49.697,49.264,-238.91,51.935
31.788,140.66,-63.485,87.945,124.28,49.613,49.255,-275.46,34.004
31.8,140.72,-63.343,87.822,124.27,49.529,49.246,-293.57,27.012
31.812,140.78,-63.2,87.699,124.25,49.445,49.237,-319.74,27.056
31.824,140.84,-63.056,87.576,124.23,49.361,49.229,-360.06,29.103
31.836,140.89,-62.913,87.451,124.22,49.277,49.222,-386.05,33.029
31.848,140.95,-62.77,87.327,124.2,49.193,49.215,-374.26,38.426
31.86,141.01,-62.626,87.202,124.18,49.108,49.208,-338.64,42.995
31.872,141.06,-62.482,87.076,124.16,49.023,49.203,-323.74,42.247
31.884,141.12,-62.338,86.95,124.14,48.939,49.197,-347.09,34.313
31.896,141.18,-62.194,86.823,124.13,48.854,49.192,-382.31,23.933
31.908,141.23,-62.05,86.696,124.11,48.769,49.188,-393.39,16.322
31.92,141.29,-61.905,86.569,124.09,48.684,49.184,-381.91,13.726
31.932,141.34,-61.761,86.441,124.07,48.599,49.181,-385.73,13.241
31.944,141.4,-61.616,86.312,124.05,48.514,49.179,-422.88,11.495
31.956,141.46,-61.471,86.183,124.03,48.428,49.177,-470.5,7.8485
31.968,141.51,-61.326,86.053,124,48.343,49.175,-491.19,3.6694
31.98,141.57,-61.18,85.923,123.98,48.257,49.175,-473.69,0.68985
31.992,141.62,-61.035,85.792,123.96,48.172,49.174,-441.88,2.012e-16
32.004,141.68,-60.889,85.661,123.94,48.086,49.175,-411.19,1.4977
32.016,141.73,-60.743,85.529,123.92,48,49.175,-374.51,6.2597
32.028,141.79,-60.597,85.397,123.89,47.914,49.177,-316.07,13.389
32.04,141.84,-60.451,85.264,123.87,47.828,49.179,-249.07,20.079
32.052,141.9,-60.305,85.131,123.85,47.742,49.181,-205.82,22.907
32.064,141.95,-60.158,84.997,123.83,47.655,49.185,-200.15,20.688
32.076,142.01,-60.012,84.863,123.8,47.569,49.189,-211.94,15.739
32.088,142.06,-59.865,84.728,123.78,47.482,49.193,-210.64,11.887
32.1,142.12,-59.718,84.593,123.75,47.396,49.198,-189.83,10.932
32.112,142.17,-59.571,84.457,123.73,47.309,49.204,-173.68,11.847
32.124,142.23,-59.423,84.32,123.7,47.222,49.21,-176.3,13.526
32.136,142.28,-59.276,84.183,123.67,47.135,49.217,-185.25,17.315
32.148,142.33,-59.128,84.046,123.65,47.048,49.224,-174.42,25.032
32.16,142.39,-58.98,83.908,123.62,46.96,49.232,-143.78,35.667
32.172,142.44,-58.832,83.769,123.59,46.873,49.241,-121.99,43.647
32.184,142.5,-58.684,83.63,123.56,46.785,49.25,-137.06,43.623
32.196,142.55,-58.535,83.491,123.54,46.698,49.26,-185.06,35.008
32.208,142.6,-58.386,83.35,123.51,46.61,49.271,-231.09,22.863
32.22,142.66,-58.238,83.21,123.48,46.522,49.282,-246.1,13.381
32.232,142.71,-58.089,83.069,123.45,46.434,49.294,-232.73,9.0971
32.244,142.76,-57.939,82.927,123.42,46.346,49.307,-211.82,7.9518
32.256,142.81,-57.79,82.784,123.39,46.258,49.32,-200.22,6.8243
32.268,142.87,-57.641,82.641,123.36,46.17,49.334,-196.48,4.7556
32.28,142.92,-57.491,82.498,123.33,46.081,49.348,-192.75,2.2234
32.292,142.97,-57.341,82.354,123.29,45.993,49.363,-192.03,0.36746
32.304,143.03,-57.191,82.209,123.26,45.904,49.379,-200.71,-0.091358
32.316,143.08,-57.04,82.064,123.23,45.815,49.396,-216.25,1.2013
32.328,143.13,-56.89,81.918,123.2,45.726,49.413,-221.02,5.4279
32.34,143.18,-56.739,81.772,123.16,45.637,49.431,-200.15,12.469
32.352,143.23,-56.588,81.625,123.13,45.548,49.45,-160.1,19.67
32.364,143.29,-56.437,81.478,123.09,45.459,49.469,-122.23,24.093
32.376,143.34,-56.286,81.33,123.06,45.37,49.489,-103.83,25.287
32.388,143.39,-56.135,81.181,123.02,45.28,49.51,-98.404,26.915
32.4,143.44,-55.983,81.032,122.99,45.191,49.531,-87.231,33.492
32.412,143.49,-55.831,80.883,122.95,45.101,49.553,-65.766,43.784
32.424,143.54,-55.679,80.733,122.91,45.011,49.576,-45.644,51.973
32.436,143.59,-55.527,80.582,122.87,44.921,49.599,-44.663,53.582
32.448,143.65,-55.375,80.43,122.83,44.831,49.624,-60.119,51.58
32.46,143.7,-55.222,80.278,122.8,44.741,49.649,-71.844,53.58
32.472,143.75,-55.069,80.126,122.76,44.651,49.674,-69.317,61.751
32.484,143.8,-54.916,79.972,122.72,44.56,49.701,-59.816,69.743
32.496,143.85,-54.763,79.819,122.68,44.47,49.728,-58.755,71.548
32.508,143.9,-54.61,79.664,122.64,44.379,49.756,-64.855,69.298
32.52,143.95,-54.456,79.509,122.59,44.288,49.785,-59.531,74.059
32.532,144,-54.302,79.354,122.55,44.197,49.814,-32.579,89.096
32.544,144.05,-54.148,79.198,122.51,44.106,49.844,2.6699,106.34
32.556,144.1,-53.994,79.041,122.46,44.015,49.876,23.099,115.42
32.568,144.15,-53.84,78.883,122.42,43.924,49.907,27.042,117.94
32.58,144.2,-53.685,78.725,122.38,43.833,49.94,35.321,127.75
32.592,144.25,-53.53,78.567,122.33,43.741,49.974,60.987,148.39
32.604,144.3,-53.375,78.408,122.28,43.65,50.008,92.704,168.59
32.616,144.35,-53.22,78.248,122.24,43.558,50.043,105.47,172.6
32.628,144.4,-53.064,78.087,122.19,43.466,50.078,97.248,161.51
32.64,144.45,-52.909,77.926,122.14,43.374,50.115,90.927,155.19
32.652,144.5,-52.753,77.765,122.09,43.282,50.153,100.99,163.76
32.664,144.55,-52.597,77.602,122.05,43.19,50.191,112.8,177.44
32.676,144.6,-52.44,77.439,122,43.098,50.23,96.759,175.85
32.688,144.65,-52.284,77.276,121.94,43.005,50.27,50.79,154.17
32.7,144.69,-52.127,77.112,121.89,42.913,50.311,5.8411,130.35
32.712,144.74,-51.97,76.947,121.84,42.82,50.353,-10.118,120.38
32.724,144.79,-51.815,76.783,121.79,42.728,50.395,-5.7945,122.11
32.736,144.84,-51.661,76.621,121.74,42.638,50.437,-12.058,121.01
32.748,144.88,-51.512,76.463,121.69,42.55,50.478,-38.683,111.64
32.76,144.93,-51.367,76.31,121.64,42.465,50.52,-59.086,107.5
32.772,144.97,-51.228,76.163,121.59,42.383,50.559,-44.799,120.78
32.784,145.01,-51.097,76.024,121.55,42.306,50.597,-8.6248,143.35
32.796,145.05,-50.975,75.894,121.5,42.234,50.633,8.02,155.14
32.808,145.08,-50.863,75.774,121.46,42.167,50.666,-15.692,146.27
32.82,145.11,-50.761,75.666,121.43,42.108,50.697,-52.114,133.26
32.832,145.14,-50.671,75.57,121.39,42.055,50.724,-56.219,138.93
32.844,145.16,-50.593,75.486,121.37,42.008,50.748,-23.011,164.51
32.856,145.19,-50.525,75.413,121.34,41.969,50.769,9.6843,188.84
32.868,145.2,-50.469,75.353,121.32,41.936,50.786,8.4644,189.93
32.88,145.22,-50.424,75.305,121.31,41.909,50.8,-13.603,174.46
32.892,145.23,-50.389,75.267,121.29,41.889,50.811,-18.455,162.49
32.904,145.23,-50.362,75.239,121.28,41.873,50.819,1.7152,164.01
32.916,145.24,-50.344,75.219,121.28,41.862,50.825,14.91,167.09
32.928,145.24,-50.331,75.205,121.27,41.855,50.829,-13.618,154.81
32.94,145.25,-50.323,75.197,121.27,41.85,50.832,-72.646,131.33
32.952,145.25,-50.32,75.193,121.27,41.848,50.833,-111.92,116.42
32.964,145.25,-50.318,75.191,121.27,41.847,50.834,-105.68,120.36
32.976,145.25,-50.318,75.191,121.27,41.847,50.834,-70.931,133.73
32.988,145.25,-50.318,75.191,121.27,41.847,50.834,-44.503,140.15
33,145.25,-50.318,75.191,121.27,41.847,50.834,-34.807,142.12
33.012,145.25,-50.318,75.191,121.27,41.847,50.834,-17.549,155.5
33.024,145.25,-50.318,75.191,121.27,41.847,50.834,20.276,184.32
33.036,145.25,-50.318,75.191,121.27,41.847,50.834,60.75,211.54
33.048,145.25,-50.318,75.191,121.27,41.847,50.834,72.566,214.72
33.06,145.25,-50.318,75.191,121.27,41.847,50.834,56.146,194.46
33.072,145.25,-50.318,75.191,121.27,41.847,50.834,42.547,174.31
33.084,145.25,-50.318,75.191,121.27,41.847,50.834,49.144,169.19
33.096,145.25,-50.318,75.191,121.27,41.847,50.834,66.394,174.46
33.108,145.25,-50.318,75.191,121.27,41.847,50.834,63.924,171.7
33.12,145.25,-50.318,75.191,121.27,41.847,50.834,42.664,159.56
33.132,145.25,-50.318,75.191,121.27,41.847,50.834,29.465,153.77
33.144,145.25,-50.318,75.191,121.27,41.847,50.834,39.745,160.35
33.156,145.25,-50.318,75.191,121.27,41.847,50.834,60.586,170.36
33.168,145.25,-50.318,75.191,121.27,41.847,50.834,67.243,169.11
33.18,145.25,-50.318,75.191,121.27,41.847,50.834,63.647,162.66
33.192,145.25,-50.318,75.191,121.27,41.847,50.834,78.058,172.84
33.204,145.25,-50.318,75.191,121.27,41.847,50.834,120.91,204.1
33.216,145.25,-50.318,75.191,121.27,41.847,50.834,168.3,236.85
33.228,145.25,-50.318,75.191,121.27,41.847,50.834,180.08,241.87
33.24,145.25,-50.318,75.191,121.27,41.847,50.834,155.74,221.03
33.252,145.25,-50.318,75.191,121.27,41.847,50.834,129.86,200.09
33.264,145.25,-50.318,75.191,121.27,41.847,50.834,134.23,200.06
33.276,145.25,-50.318,75.191,121.27,41.847,50.834,166.32,216.94
33.288,145.25,-50.318,75.191,121.27,41.847,50.834,196.48,229.49
33.3,145.25,-50.318,75.191,121.27,41.847,50.834,212.59,235.17
33.312,145.25,-50.318,75.191,121.27,41.847,50.834,233.17,253.83
33.324,145.25,-50.318,75.191,121.27,41.847,50.834,272.92,293.88
33.336,145.25,-50.318,75.191,121.27,41.847,50.834,322.93,341.56
33.348,145.25,-50.318,75.191,121.27,41.847,50.834,353.67,366.24
33.36,145.25,-50.318,75.191,121.27,41.847,50.834,359.03,364.91
33.372,145.25,-50.318,75.191,121.27,41.847,50.834,357.65,359.21
33.384,145.25,-50.318,75.191,121.27,41.847,50.834,370.66,370.66
33.396,145.25,-50.318,75.191,121.27,41.847,50.834,394.67,394.4
33.408,145.25,-50.318,75.191,121.27,41.847,50.834,406.28,406.28
33.42,145.25,-50.318,75.191,121.27,41.847,50.834,401.09,401.09
33.432,145.25,-50.318,75.191,121.27,41.847,50.834,400.11,400.11
33.444,145.25,-50.318,75.191,121.27,41.847,50.834,420.25,420.25
33.456,145.25,-50.318,75.191,121.27,41.847,50.834,457.64,457.64
33.468,145.25,-50.318,75.191,121.27,41.847,50.834,482.69,482.69
33.48,145.25,-50.318,75.191,121.27,41.847,50.834,487.99,487.99
33.492,145.25,-50.318,75.191,121.27,41.847,50.834,491.07,491.07
33.504,145.25,-50.318,75.191,121.27,41.847,50.834,512.6,512.6
33.516,145.25,-50.318,75.191,121.27,41.847,50.834,554.05,554.05
33.528,145.25,-50.318,75.191,121.27,41.847,50.834,589.27,589.27
33.54,145.25,-50.318,75.191,121.27,41.847,50.834,603.88,603.88
33.552,145.25,-50.318,75.191,121.27,41.847,50.834,607.27,607.27
33.564,145.25,-50.318,75.191,121.27,41.847,50.834,616.99,616.99
